"unitid","institution_name","percent_of_undergraduate_students_awarded_federal_state_local_institutional_or_other_sources_of_grant_aid","average_amount_of_federal_state_local_institutional_or_other_sources_of_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_pell_grants","average_amount_pell_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_federal_student_loans","average_amount_of_federal_student_loans_awarded_to_undergraduate_students","average_net_price_students_awarded_grant_or_scholarship_aid","average_net_price_income_0_30_000_students_awarded_title_iv_federal_financial_aid","average_net_price_income_over_110_000_students_awarded_title_iv_federal_financial_aid","published_in_state_tuition_and_fees","published_out_of_state_tuition_and_fees","off_campus_not_with_family_room_and_board","on_campus_room_and_board","total_price_for_in_state_students_living_on_campus","total_price_for_out_of_state_students_living_on_campus","total_price_for_in_state_students_living_off_campus_not_with_family","total_price_for_out_of_state_students_living_off_campus_not_with_family","gradrate_ba_6yrs_total","gradrate_ba_6yrs_men","gradrate_ba_6yrs_women","gradrate_ba_6yrs_black_non_hispanic","gradrate_ba_6yrs_hispanic","gradrate_ba_6yrs_white_non_hispanic","pell_grant_recipients_overall_graduation_rate_within_150_percent_of_normal_time","subsidized_stafford_loan_recipients_not_receiving_pell_grants_overall_graduation_rate_within_150_percent_of_normal_time","did_not_receive_pell_grants_or_subsidized_stafford_loans_overall_graduation_rate_within_150_percent_of_normal_time","historically_black_college_or_university","sector_of_institution","institutional_category","degree_of_urbanization_urban_centric_locale","carnegie_classification_2018_size_and_setting","full_time_retention_rate","part_time_retention_rate","undergraduate_enrollment","percent_of_undergraduate_enrollment_that_are_black_or_african_american","percent_of_undergraduate_enrollment_that_are_hispanic/latino","percent_of_undergraduate_enrollment_that_are_white","percent_of_undergraduate_enrollment_that_are_women","endowment_assets_year_end_per_fte_enrollment","number_of_branches_and_independent_libraries","all_programs_offered_completely_via_distance_education","percent_of_undergraduate_students_enrolled_exclusively_in_distance_education_courses","endowment_total","finances_spent_research","finances_spent_student_services","finances_spent_public_service","finances_spent_academic_support","finances_spent_instruction","revenue_total"
492962,"Indiana Institute of Technology-College of Professional Studies",74,5099,63,3739,77,6766,NA,NA,NA,10224,10224,7515,NA,NA,NA,22957,22957,35,36,35,18,24,44,54,50,28,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",60,36,4714,35,5,43,67,NA,NA,"No",66,NA,NA,NA,NA,NA,NA,NA
151324,"Indiana State University",63,9049,41,4579,57,6521,12996,9422,19824,9090,19836,10590,10590,23146,33892,23570,34316,41,41,41,25,33,46,32,45,54,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",62,43,10950,18,5,66,56,4126,0,"No",16,47979230,10478000,16726000,4674000,28678000,90002000,279785000
213020,"Indiana University of Pennsylvania-Main Campus",71,6277,37,4431,71,6507,20944,18177,27039,12979,18730,12442,12442,28595,34346,28595,34346,56,49,61,39,46,60,49,60,63,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, large, primarily residential",71,50,9373,12,5,73,58,5058,2,"No",2,49333165,1518439,21249400,8932372,23602329,105337555,253327208
151351,"Indiana University-Bloomington",64,11541,19,4704,31,6034,13036,4969,21282,10681,35456,10466,10466,24779,49554,24779,49554,78,75,80,61,79,79,66,75,82,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",91,62,33301,5,6,69,50,28373,15,"No",0,1154031988,124886300,64762549,37198593,209016225,669278652,1667367193
151388,"Indiana University-East",56,6816,37,4326,42,6899,7110,3622,13923,7344,19400,7382,NA,NA,NA,19604,31660,41,38,42,20,71,41,37,37,52,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, small, primarily nonresidential",65,47,3379,5,4,78,64,2306,0,"No",56,6538128,684251,5070277,230889,2873610,19614592,43935324
151333,"Indiana University-Kokomo",66,6711,39,4515,42,6470,8629,4360,15358,7344,19400,7382,NA,NA,NA,19912,31968,37,29,42,21,30,39,26,42,47,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily nonresidential",60,40,2912,4,5,81,64,3493,0,"No",8,8336794,1029334,4543681,424891,4056875,18962797,44643153
151360,"Indiana University-Northwest",60,7010,42,4544,43,6637,6179,3287,13185,7344,19400,7382,NA,NA,NA,19604,31660,34,31,36,14,31,40,24,36,45,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily nonresidential",66,45,3534,16,24,52,70,3911,0,"No",11,11340562,2797611,3548029,703626,5558136,29841132,62224886
151111,"Indiana University-Purdue University-Indianapolis",64,10583,36,4577,43,6477,9807,5052,18892,9465,29821,9730,9730,22537,42893,24135,44491,48,44,51,36,39,50,41,47,55,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily nonresidential",72,46,21246,9,8,68,58,43975,4,"No",5,1177983781,211845324,41510145,82553988,254404238,525267811,1481362789
151342,"Indiana University-South Bend",66,7131,44,4423,45,5973,8962,4641,14821,7344,19400,7382,9034,19966,32022,19912,31968,32,31,33,13,25,35,26,36,39,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily nonresidential",63,30,4707,8,12,69,63,5320,1,"No",7,21777891,3089791,4590914,818258,6849071,38389363,79226168
151379,"Indiana University-Southeast",58,6273,38,4335,40,6374,9648,6697,16224,7344,19400,7382,9906,20838,32894,19912,31968,33,28,36,15,14,35,28,29,38,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",59,43,4659,7,5,82,61,4751,0,"No",10,17359631,1733024,4363448,355191,4900128,33386700,70081568
151801,"Indiana Wesleyan University-Marion",91,17536,28,4458,57,6662,NA,NA,NA,26630,26630,7032,8480,38578,38578,37746,37746,66,57,70,60,57,66,53,68,75,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",79,67,2853,3,4,84,65,NA,0,"No",0,190810563,0,20981121,0,9155001,33652920,87209284
187745,"Institute of American Indian and Alaska Native Culture and Arts Development",53,10327,36,5248,0,NA,13881,12094,NA,4980,4980,13648,9604,21384,21384,26628,26628,11,0,17,NA,NA,NA,0,NA,20,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, very small, primarily residential",51,48,543,1,11,11,59,13596,0,"No",5,6050706,0,1883709,0,1412781,5965077,21196476
242626,"Inter American University of Puerto Rico-Aguadilla",91,5550,88,5146,21,3823,NA,NA,NA,5902,5902,9264,NA,NA,NA,22019,22019,38,29,44,NA,38,NA,40,43,41,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",70,0,3667,0,100,0,58,NA,0,"No",6,NA,0,1943861,0,1721457,11617364,24156848
242635,"Inter American University of Puerto Rico-Arecibo",89,5522,87,5229,25,4319,NA,NA,NA,5872,5872,9264,NA,NA,NA,21989,21989,37,27,44,NA,37,0,35,0,32,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily nonresidential",70,17,3594,0,99,0,61,NA,0,"No",11,NA,0,2186514,0,1706447,11534683,25398870
242644,"Inter American University of Puerto Rico-Barranquitas",96,5627,92,5103,19,2989,NA,NA,NA,5902,5902,9264,NA,NA,NA,22019,22019,35,30,40,NA,35,NA,44,100,20,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, primarily nonresidential",69,50,1521,0,100,0,62,NA,0,"No",3,NA,0,944620,0,1059175,5684922,10894984
242705,"Inter American University of Puerto Rico-Bayamon",86,5310,84,5043,19,3870,NA,NA,NA,5940,5940,9264,NA,NA,NA,22057,22057,28,24,32,0,28,0,31,100,29,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",71,33,4188,0,98,1,44,NA,0,"No",2,NA,0,2123476,0,2553582,12973998,28498067
242680,"Inter American University of Puerto Rico-Fajardo",88,5242,85,4991,15,4157,NA,NA,NA,5940,5940,9264,NA,NA,NA,22057,22057,32,24,36,NA,32,NA,30,NA,16,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Small","Four-year, small, primarily nonresidential",70,60,1759,0,100,0,60,NA,0,"No",4,NA,0,1204339,0,1050967,5971202,11675985
242699,"Inter American University of Puerto Rico-Guayama",87,5429,85,5213,37,4400,NA,NA,NA,5902,5902,9264,NA,NA,NA,22019,22019,29,28,30,NA,29,NA,36,NA,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily nonresidential",74,50,1605,0,100,0,67,NA,0,"No",4,NA,0,1205872,0,1061252,4903152,11211308
242653,"Inter American University of Puerto Rico-Metro",78,4578,69,4183,34,5179,NA,NA,NA,8688,8688,9264,NA,NA,NA,25454,25454,31,24,37,NA,31,NA,32,29,37,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, primarily nonresidential",69,33,5546,1,98,1,57,NA,0,"No",6,NA,0,4402980,0,4499246,25832408,50945206
242662,"Inter American University of Puerto Rico-Ponce",90,5252,86,4968,23,3398,NA,NA,NA,5914,5914,9264,NA,NA,NA,22031,22031,39,31,46,NA,39,NA,44,33,51,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, medium, primarily nonresidential",77,25,4198,0,100,0,61,NA,0,"No",20,NA,0,2502122,0,2988247,13995271,29991549
242617,"Inter American University of Puerto Rico-San German",87,5619,85,5268,25,4110,NA,NA,NA,5940,5940,9264,5193,17986,17986,22057,22057,44,37,51,NA,44,NA,45,0,44,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily nonresidential",78,20,3787,0,99,0,52,NA,0,"No",1,NA,0,1956912,0,1623910,15147506,28988622
436614,"International Baptist College and Seminary",98,8179,52,5075,13,3470,NA,NA,NA,11250,11250,10097,6200,25029,25029,28926,28926,50,67,0,NA,0,67,60,NA,NA,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, primarily residential",100,100,46,2,11,70,48,NA,NA,"No",0,NA,0,82932,0,269190,261791,1121472
191931,"Iona College",88,23151,32,4726,56,6409,NA,NA,NA,38812,38812,15278,15278,57440,57440,57440,57440,67,63,70,60,60,71,63,67,70,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",75,NA,3287,10,23,50,51,NA,2,"No",0,143741000,234000,22671000,0,9099000,34538000,119940000
153603,"Iowa State University",73,7889,21,4476,48,5966,15195,10054,18895,8988,23392,8720,8720,21186,35590,21186,35590,75,71,79,55,66,76,67,68,80,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",87,67,29621,3,6,75,42,32353,3,"No",1,1017089489,200827634,41324460,93067681,229890758,331633423,1364670095
153621,"Iowa Wesleyan University",75,12493,50,2587,64,3580,NA,NA,NA,24600,30500,11200,10960,40173,46073,40413,46313,22,14,31,11,29,32,17,36,23,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, very small, highly residential",67,0,598,16,8,41,52,NA,1,"No",5,17472713,0,3980534,0,980228,4449918,13268525
191968,"Ithaca College",93,26936,20,4822,68,6446,NA,NA,NA,43978,43978,15562,15562,62757,62757,62757,62757,79,77,80,70,71,81,72,80,80,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Small","Four-year, medium, highly residential",85,NA,6101,6,9,73,57,NA,0,"No",0,316025346,2273491,29618558,1981589,21444381,93033613,261694495
175856,"Jackson State University",85,8234,70,5129,79,10071,14050,13745,17677,8051,19279,6100,9400,24029,35257,20729,31957,43,37,47,43,0,38,40,62,45,"Yes","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily residential",53,0,5331,92,1,3,64,7105,4,"No",14,44031251,17827736,19936334,633036,9929731,52662259,177503933
101480,"Jacksonville State University",67,8397,38,5203,61,6193,10689,12693,19004,8760,16536,8566,7494,19613,27389,22026,29802,42,36,48,29,40,47,34,45,52,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily residential",75,44,7321,18,1,73,58,1932,0,"No",13,13359013,2408127,21295563,2432832,8188248,47659611,184190000
134945,"Jacksonville University",77,25133,30,4620,48,6870,NA,NA,NA,36670,36670,16836,14080,54868,54868,58626,58626,53,47,59,42,60,55,57,NA,49,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, primarily residential",77,0,2920,20,12,52,61,NA,0,"No",16,44737287,1495265,23962082,161985,5257662,42214476,103240059
232423,"James Madison University",36,7507,15,4455,37,6210,18708,14196,26536,12016,28416,10512,10512,27356,43756,27356,43756,84,81,86,71,80,85,78,82,85,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",90,67,19923,5,7,75,58,5231,3,"No",1,103924454,3487295,23330031,17397181,58713146,207699270,626715752
225885,"Jarvis Christian University",94,9693,80,5550,77,6860,NA,NA,NA,11720,11720,8295,9880,25280,25280,24015,24015,18,12,29,19,30,0,19,16,14,"Yes","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Distant","Four-year, very small, highly residential",57,NA,964,76,11,4,55,NA,1,"No",0,10593174,143262,2410619,588440,3123067,4064638,20805629
192040,"Jewish Theological Seminary of America",77,22882,6,4256,22,6359,NA,NA,NA,56778,56778,18000,15070,76848,76848,76778,76778,82,92,77,NA,NA,81,NA,90,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, highly residential",92,NA,147,0,7,76,54,NA,1,"No",0,136483460,46108,1725923,2048421,5085389,7678479,44521044
107141,"John Brown University",75,17037,29,4290,44,6430,NA,NA,NA,26928,26928,2500,9224,39802,39802,33078,33078,65,57,71,75,55,67,57,67,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",80,NA,1903,3,7,74,56,NA,1,"No",14,120036525,137716,9568739,2561906,5908118,18996346,55512669
203368,"John Carroll University",95,26307,21,4527,58,6327,NA,NA,NA,41340,41340,11874,11874,57464,57464,57464,57464,78,72,84,76,63,79,71,81,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",83,100,3076,4,4,85,48,NA,0,"No",0,225754829,7700918,14729492,0,9877156,33875506,92444127
462354,"John Paul the Great Catholic University",97,12635,33,4276,66,6584,NA,NA,NA,26100,26100,11259,11259,43512,43512,43512,43512,64,67,60,0,60,73,40,75,83,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",80,50,286,2,26,48,43,NA,NA,"No",0,30001,0,0,0,0,5585491,7707428
162928,"Johns Hopkins University",56,40594,14,4818,29,3255,NA,NA,NA,53740,53740,11650,15836,71901,71901,67715,67715,93,92,94,89,89,93,94,91,93,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily residential",97,NA,6064,7,14,33,54,NA,11,"No",7,4190520000,3221889000,136198000,0,53611000,2198650000,8363225000
445708,"Johnson & Wales University-Charlotte",99,20194,59,5048,86,7267,NA,NA,NA,32441,32441,7500,13440,49740,49740,43800,43800,48,44,49,40,54,52,47,72,66,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",67,0,1681,48,7,33,67,NA,0,"No",0,6692362,0,10098391,36633,2371736,16190403,39120852
439288,"Johnson & Wales University-Denver",96,17605,42,4748,73,6980,NA,NA,NA,32441,32441,7500,12129,48429,48429,43800,43800,60,53,63,44,57,63,55,72,73,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",64,0,974,10,22,51,61,NA,0,"No",1,1385825,0,9220408,18546,2383499,10076365,20632611
414823,"Johnson & Wales University-North Miami",98,19320,60,4953,76,7195,NA,NA,NA,32441,32441,7500,12129,48429,48429,43800,43800,48,45,50,45,44,53,50,64,65,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",70,66,1315,38,25,17,64,NA,0,"No",2,2780381,0,9844659,0,2085421,9949966,28688509
217235,"Johnson & Wales University-Providence",92,16842,37,4695,72,6982,NA,NA,NA,32441,32441,7500,14154,50454,50454,43800,43800,63,58,66,54,63,65,60,71,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, highly residential",71,30,6681,13,13,55,60,NA,1,"No",2,240773218,0,50813874,62092,14527857,73288607,203402860
198756,"Johnson C Smith University",94,12455,74,5272,86,7885,NA,NA,NA,18236,18236,7100,7100,32136,32136,32136,32136,36,31,39,31,60,33,28,39,67,"Yes","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",69,33,1480,85,3,1,61,NA,0,"No",4,68175057,891823,6690684,1158613,3406214,12789828,43519991
220473,"Johnson University",86,7708,43,4255,64,6495,NA,NA,NA,16060,16060,7680,7202,27062,27062,27900,27900,64,71,58,0,33,65,60,54,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, very small, highly residential",69,80,753,3,3,84,44,NA,0,"No",17,127681729,0,3478930,0,2378272,8040153,30024624
132879,"Johnson University Florida",98,9384,62,4606,67,6258,NA,NA,NA,16060,16060,11200,7680,26718,26718,31220,31220,32,28,36,0,25,34,41,33,15,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",56,NA,199,18,22,51,39,NA,0,"No",0,1425097,0,1026278,0,297976,1464416,4563664
101541,"Judson College",96,13528,54,4381,69,8969,NA,NA,NA,18510,18510,7700,10590,33272,33272,31146,31146,35,NA,35,27,NA,38,35,0,56,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Remote","Four-year, very small, primarily residential",62,0,268,19,3,69,99,NA,0,"No",15,15388964,0,1295589,102738,906704,3713889,8967188
146339,"Judson University",83,16506,43,4365,67,6820,NA,NA,NA,29860,29860,8000,9988,43368,43368,41130,41130,64,61,66,25,45,67,59,66,64,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, primarily residential",69,64,1034,12,21,48,59,NA,0,"No",8,8395484,0,4346251,0,995928,9863836,20638008
213251,"Juniata College",100,27242,24,4536,64,6680,NA,NA,NA,45597,45597,12521,12521,60368,60368,60368,60368,79,76,82,50,65,81,68,83,82,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",84,NA,1423,3,5,74,57,NA,0,"No",0,122307061,961280,10924603,794775,5577357,19897996,49304970
170532,"Kalamazoo College",99,34014,23,4623,51,6008,NA,NA,NA,48666,48666,NA,9756,61531,61531,NA,NA,79,76,81,68,79,82,77,80,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",91,NA,1467,7,14,57,57,NA,0,"No",0,240993994,0,12132798,600393,4974105,24521654,55100165
177746,"Kansas City Art Institute",100,22771,45,4755,66,4304,NA,NA,NA,38400,38400,6000,10400,55050,55050,50650,50650,61,63,61,100,43,60,59,81,56,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily residential",82,NA,672,6,12,63,71,NA,0,"No",0,68719639,0,2794328,0,3747778,9050834,28154659
155399,"Kansas State University",63,6765,23,4192,45,6300,18103,14232,21186,10383,25887,7924,9680,24923,40427,23167,38671,64,62,66,36,51,69,48,62,72,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",85,55,17869,3,8,78,47,31647,3,"No",4,539082114,212973215,41013755,95832289,59692531,237609475,915781273
